Incidence per 1000 by age and sex			
	Bangladesh		
 	Total	Male	Female
 25-29 	0.020614	0.023939	0.017279
 30-34 	0.019324	0.025583	0.013129
 35-39 	0.017713	0.023157	0.012386
 40-44 	0.014252	0.018569	0.010038
 45-49 	0.009190	0.011863	0.006598
 50-54 	0.003799	0.005041	0.002621
 55-59 	0.001350	0.002407	0.000386
 60-64 	0.000120	0.000247	0.000006
 65-69 	0.000035	0.000067	0.000006
 70-74 	0.000002	0.000004	0.000000
 75-79 	0.000039	0.000067	0.000013
 80+ 	0.000000	0.000000	0.000000
Total	0.010184	0.012019	0.008387
2044			
 0-4	0.017362	0.017368	0.017356
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.022450	0.020493	0.024492
 20-24 	0.021849	0.023312	0.020351
 25-29 	0.020642	0.023965	0.017310
 30-34 	0.019350	0.025610	0.013151
 35-39 	0.017741	0.023189	0.012411
 40-44 	0.014264	0.018581	0.010053
 45-49 	0.009200	0.011870	0.006607
 50-54 	0.003805	0.005044	0.002626
 55-59 	0.001354	0.002411	0.000387
 60-64 	0.000120	0.000247	0.000006
 65-69 	0.000035	0.000067	0.000006
 70-74 	0.000002	0.000004	0.000000
 75-79 	0.000039	0.000066	0.000013
 80+ 	0.000000	0.000000	0.000000
Total	0.010122	0.011951	0.008331
2045			
 0-4	0.017695	0.017701	0.017690
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.022479	0.020512	0.024532
 20-24 	0.021876	0.023333	0.020384
 25-29 	0.020666	0.023987	0.017339
 30-34 	0.019372	0.025634	0.013172
 35-39 	0.017767	0.023216	0.012433
 40-44 	0.014274	0.018590	0.010066
 45-49 	0.009208	0.011876	0.006616
 50-54 	0.003811	0.005046	0.002629
 55-59 	0.001359	0.002413	0.000387
 60-64 	0.000119	0.000246	0.000006
 65-69 	0.000035	0.000067	0.000006
 70-74 	0.000002	0.000004	0.000000
 75-79 	0.000038	0.000065	0.000013
 80+ 	0.000000	0.000000	0.000000
Total	0.010057	0.011880	0.008275
2046			
 0-4	0.018023	0.018027	0.018018
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.022503	0.020525	0.024567
 20-24 	0.021898	0.023350	0.020413
 25-29 	0.020686	0.024004	0.017364
 30-34 	0.019389	0.025652	0.013191
 35-39 	0.017789	0.023236	0.012453
 40-44 	0.014283	0.018598	0.010078
 45-49 	0.009215	0.011880	0.006624
 50-54 	0.003814	0.005046	0.002632
 55-59 	0.001362	0.002414	0.000387
 60-64 	0.000119	0.000246	0.000006
 65-69 	0.000035	0.000068	0.000007
 70-74 	0.000002	0.000004	0.000000
 75-79 	0.000037	0.000064	0.000013
 80+ 	0.000000	0.000000	0.000000
Total	0.009990	0.011806	0.008217
2047			
 0-4	0.018348	0.018352	0.018344
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.022522	0.020534	0.024597
 20-24 	0.021917	0.023363	0.020439
 25-29 	0.020702	0.024018	0.017385
 30-34 	0.019403	0.025665	0.013208
 35-39 	0.017806	0.023249	0.012470
 40-44 	0.014294	0.018609	0.010092
 45-49 	0.009219	0.011881	0.006631
 50-54 	0.003816	0.005045	0.002634
 55-59 	0.001366	0.002413	0.000387
 60-64 	0.000120	0.000246	0.000006
 65-69 	0.000035	0.000068	0.000007
 70-74 	0.000002	0.000004	0.000000
 75-79 	0.000037	0.000065	0.000013
 80+ 	0.000000	0.000000	0.000000
Total	0.009922	0.011729	0.008159
2048			
 0-4	0.018670	0.018674	0.018666
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.022536	0.020538	0.024621
 20-24 	0.021932	0.023371	0.020462
 25-29 	0.020715	0.024028	0.017403
 30-34 	0.019414	0.025674	0.013223
 35-39 	0.017818	0.023255	0.012484
 40-44 	0.014309	0.018623	0.010107
 45-49 	0.009220	0.011878	0.006635
 50-54 	0.003817	0.005042	0.002635
 55-59 	0.001369	0.002413	0.000387
 60-64 	0.000120	0.000246	0.000006
 65-69 	0.000035	0.000068	0.000007
 70-74 	0.000002	0.000004	0.000000
 75-79 	0.000038	0.000066	0.000013
 80+ 	0.000000	0.000000	0.000000
Total	0.009853	0.011651	0.008101
2049			
 0-4	0.018985	0.018989	0.018982
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.022547	0.020539	0.024642
 20-24 	0.021944	0.023376	0.020481
 25-29 	0.020723	0.024033	0.017418
 30-34 	0.019422	0.025679	0.013236
 35-39 	0.017825	0.023257	0.012495
 40-44 	0.014323	0.018638	0.010122
 45-49 	0.009216	0.011870	0.006636
 50-54 	0.003816	0.005039	0.002635
 55-59 	0.001371	0.002412	0.000387
 60-64 	0.000121	0.000247	0.000006
 65-69 	0.000035	0.000068	0.000007
 70-74 	0.000002	0.000004	0.000000
 75-79 	0.000038	0.000066	0.000013
 80+ 	0.000000	0.000000	0.000000
Total	0.009784	0.011571	0.008043
2050			
 0-4	0.019233	0.019236	0.019230
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.022556	0.020539	0.024659
 20-24 	0.021955	0.023380	0.020498
 25-29 	0.020731	0.024037	0.017431
 30-34 	0.019428	0.025684	0.013246
 35-39 	0.017831	0.023259	0.012505
 40-44 	0.014337	0.018651	0.010135
 45-49 	0.009212	0.011862	0.006636
 50-54 	0.003816	0.005037	0.002636
 55-59 	0.001373	0.002412	0.000387
 60-64 	0.000121	0.000246	0.000006
 65-69 	0.000035	0.000068	0.000007
 70-74 	0.000002	0.000004	0.000000
 75-79 	0.000038	0.000066	0.000013
 80+ 	0.000000	0.000000	0.000000
Total	0.009712	0.011488	0.007982
