south_africa_test	Total	Male	Female
1970			
 0-4	13386.654119	6708.592956	6678.061163
 5-9	13518.570383	6837.723020	6680.847362
 10-14 	7849.917822	3962.343330	3887.574491
 15-19 	10880.799706	5499.637798	5381.161907
 20-24 	10345.958816	5219.202609	5126.756207
 25-29 	8866.241227	4430.209699	4436.031528
 30-34 	7360.549819	3663.331498	3697.218321
 35-39 	6233.583588	3156.940260	3076.643328
 40-44 	5156.837589	2653.997611	2502.839978
 45-49 	4216.528918	2100.094440	2116.434478
 50-54 	3557.724301	1731.106076	1826.618225
 55-59 	2763.110041	1319.019591	1444.090450
 60-64 	2147.431907	965.658495	1181.773412
 65-69 	1454.678617	618.409580	836.269037
 70-74 	970.466616	387.742346	582.724270
 75-79 	580.724043	213.840384	366.883659
 80+ 	434.719552	141.005657	293.713895
Total	99724.497062	49608.855351	50115.641711
1971			
 0-4	14010.188394	7018.423968	6991.764426
 5-9	14019.297385	7081.165030	6938.132355
 10-14 	8089.651956	4085.259628	4004.392328
 15-19 	11399.336565	5756.223555	5643.113010
 20-24 	10908.478640	5505.338443	5403.140197
 25-29 	9144.950383	4579.146255	4565.804128
 30-34 	7647.103691	3803.497116	3843.606575
 35-39 	6421.813326	3233.278320	3188.535006
 40-44 	5348.347388	2743.539108	2604.808280
 45-49 	4356.927419	2187.160780	2169.766639
 50-54 	3632.659665	1764.550967	1868.108698
 55-59 	2870.523004	1368.837010	1501.685995
 60-64 	2191.085248	991.081597	1200.003652
 65-69 	1518.310950	642.554031	875.756919
 70-74 	978.951173	387.728859	591.222314
 75-79 	588.600472	214.782786	373.817687
 80+ 	439.116941	140.740736	298.376205
Total	103565.342601	51503.308187	52062.034414
1972			
 0-4	14561.899129	7289.819871	7272.079258
 5-9	14624.643393	7376.616610	7248.026783
 10-14 	8358.916022	4222.562156	4136.353866
 15-19 	11914.326075	6013.763255	5900.562820
 20-24 	11505.016292	5812.481241	5692.535051
 25-29 	9507.462736	4776.538329	4730.924407
 30-34 	7978.938449	3975.425322	4003.513127
 35-39 	6651.086700	3337.701186	3313.385514
 40-44 	5558.124032	2843.845291	2714.278742
 45-49 	4513.667709	2280.827704	2232.840005
 50-54 	3720.577553	1808.493601	1912.083952
 55-59 	2973.803215	1417.516873	1556.286342
 60-64 	2240.689301	1018.859180	1221.830121
 65-69 	1575.935450	665.342384	910.593065
 70-74 	993.387443	391.140382	602.247061
 75-79 	596.675497	216.297633	380.377864
 80+ 	446.077507	142.094131	303.983376
Total	107721.226503	53589.325150	54131.901353
1973			
 0-4	15090.899973	7555.039275	7535.860698
 5-9	15250.520176	7676.083627	7574.436550
 10-14 	8642.556591	4366.751169	4275.805422
 15-19 	12414.318949	6263.031574	6151.287375
 20-24 	12118.324817	6125.658672	5992.666145
 25-29 	9896.660204	4986.646128	4910.014076
 30-34 	8313.765218	4152.018020	4161.747199
 35-39 	6889.155766	3448.460547	3440.695218
 40-44 	5767.497020	2940.421479	2827.075541
 45-49 	4680.070020	2377.505470	2302.564550
 50-54 	3811.423273	1856.850514	1954.572759
 55-59 	3074.959595	1464.145169	1610.814426
 60-64 	2293.815614	1048.164561	1245.651053
 65-69 	1632.077602	688.401493	943.676109
 70-74 	1013.011468	396.751274	616.260194
 75-79 	604.336748	217.550756	386.785992
 80+ 	453.075404	143.352526	309.722878
Total	111946.468439	55706.832254	56239.636185
1974			
 0-4	15635.436051	7839.808787	7795.627264
 5-9	15846.199379	7949.004679	7897.194700
 10-14 	8946.077668	4520.132423	4425.945245
 15-19 	12897.211260	6503.486257	6393.725002
 20-24 	12732.393964	6436.320122	6296.073842
 25-29 	10320.340287	5212.054235	5108.286052
 30-34 	8641.668416	4327.296667	4314.371749
 35-39 	7137.533763	3566.767442	3570.766321
 40-44 	5972.877573	3032.260941	2940.616632
 45-49 	4853.089400	2473.666220	2379.423180
 50-54 	3909.238326	1911.930855	1997.307471
 55-59 	3169.434116	1506.997321	1662.436795
 60-64 	2353.669735	1079.657052	1274.012684
 65-69 	1683.753951	710.702994	973.050957
 70-74 	1038.789856	404.894156	633.895699
 75-79 	611.668910	218.566106	393.102804
 80+ 	460.050019	144.507206	315.542813
Total	116209.432675	57838.053464	58371.379210
1975			
 0-4	16122.151310	8073.565810	8048.585500
 5-9	16462.639359	8255.789106	8206.850253
 10-14 	9278.165155	4687.241462	4590.923692
 15-19 	13355.500094	6732.334131	6623.165963
 20-24 	13335.926075	6738.206132	6597.719943
 25-29 	10777.518702	5451.018827	5326.499875
 30-34 	8955.567040	4496.384503	4459.182537
 35-39 	7394.500795	3691.661160	3702.839635
 40-44 	6171.214857	3118.087959	3053.126898
 45-49 	5030.324495	2567.008744	2463.315752
 50-54 	4014.868443	1973.904183	2040.964260
 55-59 	3255.623260	1545.640166	1709.983093
 60-64 	2420.879271	1113.117295	1307.761976
 65-69 	1730.033282	731.911414	998.121867
 70-74 	1070.587278	415.412075	655.175203
 75-79 	618.892494	219.449995	399.442499
 80+ 	467.084117	145.554066	321.530051
Total	120461.476025	59956.287029	60505.188997
1976			
 0-4	16589.964456	8322.033266	8267.931190
 5-9	17051.394226	8532.277633	8519.116593
 10-14 	9629.010652	4856.056211	4772.954441
 15-19 	13784.437379	6948.201405	6836.235974
 20-24 	13896.257687	7014.413701	6881.843986
 25-29 	11273.337066	5703.910899	5569.426167
 30-34 	9236.940576	4647.380310	4589.560266
 35-39 	7658.260079	3821.813567	3836.446512
 40-44 	6355.111745	3195.433678	3159.678067
 45-49 	5204.262357	2650.836211	2553.426146
 50-54 	4132.847025	2044.787269	2088.059756
 55-59 	3326.422009	1577.492370	1748.929639
 60-64 	2499.249468	1149.071234	1350.178234
 65-69 	1766.892457	750.592607	1016.299850
 70-74 	1109.306168	428.539143	680.767025
 75-79 	625.953375	220.131567	405.821808
 80+ 	474.136471	146.475950	327.660521
Total	124613.783196	62009.447021	62604.336175
1977			
 0-4	17034.253522	8545.132459	8489.121063
 5-9	17603.897349	8804.437018	8799.460331
 10-14 	10000.652998	5034.632532	4966.020466
 15-19 	14200.364676	7158.385597	7041.979079
 20-24 	14425.295025	7273.814652	7151.480373
 25-29 	11792.130156	5965.154659	5826.975497
 30-34 	9519.798910	4798.016145	4721.782765
 35-39 	7926.527126	3956.617004	3969.910122
 40-44 	6536.518545	3272.147491	3264.371054
 45-49 	5376.341914	2728.832044	2647.509870
 50-54 	4260.149086	2120.171255	2139.977831
 55-59 	3392.955057	1609.016795	1783.938263
 60-64 	2580.951644	1185.120586	1395.831057
 65-69 	1801.983121	769.070463	1032.912658
 70-74 	1149.983716	442.683055	707.300661
 75-79 	635.240556	221.680206	413.560350
 80+ 	481.241695	147.295556	333.946139
Total	128718.285096	64032.207517	64686.077580
1978			
 0-4	17447.685466	8752.395887	8695.289579
 5-9	18133.603376	9070.295454	9063.307923
 10-14 	10377.811730	5211.440624	5166.371106
 15-19 	14613.603878	7367.319507	7246.284371
 20-24 	14927.119840	7519.775361	7407.344479
 25-29 	12322.217389	6229.418322	6092.799067
 30-34 	9824.300903	4958.231952	4866.068950
 35-39 	8192.004712	4092.465803	4099.538908
 40-44 	6722.899389	3352.925507	3369.973882
 45-49 	5545.681981	2801.963405	2743.718576
 50-54 	4395.125167	2197.308916	2197.816251
 55-59 	3461.915305	1644.325750	1817.589554
 60-64 	2660.533871	1219.246603	1441.287268
 65-69 	1840.498443	788.894501	1051.603942
 70-74 	1189.485644	457.000486	732.485158
 75-79 	648.266762	224.635166	423.631596
